stimID,stimFilename,reactionFilename,obsID,movie,gender,obsRace,visit,storyteller_label_attn_check,storyteller_label_student_yes,EAcorr,EArmse,compassion,stimRace,Ideology,age,cond,SES,RemoveMisLabeled1,EAcorrRaw,EArmseRaw,compassionRaw,Movie2
308,user_92_testimonial_91_stimuli_308_.mp4,user_1241_experiment_1014_reaction_20503_.mp4,1241,Moneyball,woman,"White",1,Student,1,0.324619486067209,13.4065066579102,95,Black,Conservative,51,Control,5,0,0.324619486067209,13.4065066579102,95,Control
308,user_92_testimonial_91_stimuli_308_.mp4,user_1242_experiment_1015_reaction_27086_.mp4,1242,Just Mercy,woman,"Black or African American",2,Formerly Incarcerated,0,0.059523131348012,34.9846835897027,88,Black,Liberal,75,Intervention,NaN,0,0.059523131348012,34.9846835897027,88,Intervention
308,user_92_testimonial_91_stimuli_308_.mp4,user_1247_experiment_1020_reaction_20568_.mp4,1247,Just Mercy,woman,"White",1,Student,1,0.610478072782816,21.9537409906232,100,Black,Liberal,44,Intervention,6,0,0.610478072782816,21.9537409906232,100,Intervention
308,user_92_testimonial_91_stimuli_308_.mp4,user_1249_experiment_1022_reaction_23633_.mp4,1249,Just Mercy,man,"White",2,Student,1,-0.0765308783756676,37.2347378823762,48,Black,Liberal,61,Intervention,6,0,-0.0765308783756676,37.2347378823762,48,Intervention
308,user_92_testimonial_91_stimuli_308_.mp4,user_1252_experiment_1025_reaction_20704_.mp4,1252,Just Mercy,woman,"Hispanic or Latino",1,Student,1,0.00232303749276019,37.9981703293788,100,Black,Liberal,34,Intervention,5,0,0.00232303749276019,37.9981703293788,100,Intervention
308,user_92_testimonial_91_stimuli_308_.mp4,user_1253_experiment_1026_reaction_20800_.mp4,1253,Just Mercy,man,"White",2,Student,1,0.919905472569663,21.6807754091288,96,Black,Conservative,62,Intervention,6,0,0.919905472569663,21.6807754091288,96,Intervention
308,user_92_testimonial_91_stimuli_308_.mp4,user_1255_experiment_1028_reaction_20849_.mp4,1255,Concussion,man,"White",2,Formerly Incarcerated,0,0.520652761441823,12.6693669233762,66,Black,OtherRight,55,Control,3,0,0.520652761441823,12.6693669233762,66,Control
308,user_92_testimonial_91_stimuli_308_.mp4,user_1257_experiment_1030_reaction_20744_.mp4,1257,Moneyball,woman,"White",1,Student,1,0.0524697876804636,11.1241143555109,63,Black,OtherRight,24,Control,3,0,0.0524697876804636,11.1241143555109,63,Control
308,user_92_testimonial_91_stimuli_308_.mp4,user_1267_experiment_1040_reaction_21120_.mp4,1267,Just Mercy,woman,"White",2,Formerly Incarcerated,0,0.654302132984168,17.4371035310513,66,Black,Conservative,30,Intervention,5,0,0.654302132984168,17.4371035310513,66,Intervention
308,user_92_testimonial_91_stimuli_308_.mp4,user_1271_experiment_1044_reaction_21231_.mp4,1271,Moneyball,man,"White",2,Student,1,0.681619431096095,38.2418150564362,66,Black,Liberal,38,Control,5,0,0.681619431096095,38.2418150564362,66,Control
308,user_92_testimonial_91_stimuli_308_.mp4,4e453785-d715-5f1b-29b5-4327ca23a993.mkv,1272,Just Mercy,man,"White",2,Student,1,0.148893448975279,9.57303691717854,69,Black,Conservative,54,Intervention,7,0,0.148893448975279,9.57303691717854,69,Intervention
308,user_92_testimonial_91_stimuli_308_.mp4,user_1273_experiment_1046_reaction_21089_.mp4,1273,Concussion,woman,"White",1,Student,1,0.658759602641224,34.5899501407255,100,Black,Liberal,35,Control,5,0,0.658759602641224,34.5899501407255,100,Control
308,user_92_testimonial_91_stimuli_308_.mp4,user_1277_experiment_1050_reaction_21190_.mp4,1277,Concussion,man,"Hispanic or Latino,White",1,Formerly Incarcerated,0,-0.769154815743853,29.1559505496734,84,Black,Liberal,50,Control,NaN,0,-0.769154815743853,29.1559505496734,84,Control
308,user_92_testimonial_91_stimuli_308_.mp4,user_1283_experiment_1056_reaction_21385_.mp4,1283,Moneyball,woman,"White",1,Formerly Incarcerated,0,0.538181906659315,16.1773733006118,38,Black,Conservative,48,Control,10,0,0.538181906659315,16.1773733006118,38,Control
308,user_92_testimonial_91_stimuli_308_.mp4,user_1284_experiment_1057_reaction_21737_.mp4,1284,Concussion,woman,"Asian",2,Formerly Incarcerated,0,0.609828774340801,25.6135696274715,71,Black,Liberal,45,Control,4,0,0.609828774340801,25.6135696274715,71,Control
308,user_92_testimonial_91_stimuli_308_.mp4,user_1285_experiment_1058_reaction_21478_.mp4,1285,Concussion,woman,"White",2,Student,1,-0.219651436083604,12.0798789579403,15,Black,Conservative,28,Control,7,0,-0.219651436083604,12.0798789579403,15,Control
308,user_92_testimonial_91_stimuli_308_.mp4,user_1292_experiment_1065_reaction_21513_.mp4,1292,Just Mercy,woman,"White",1,Formerly Incarcerated,0,0.909697059234119,18.8182339481227,100,Black,Conservative,62,Intervention,5,0,0.909697059234119,18.8182339481227,100,Intervention
308,user_92_testimonial_91_stimuli_308_.mp4,user_1301_experiment_1074_reaction_22817_.mp4,1301,Concussion,woman,"White",2,Formerly Incarcerated,0,-0.175604700313384,15.5743159473409,65,Black,OtherLeft,25,Control,6,0,-0.175604700313384,15.5743159473409,65,Control
308,user_92_testimonial_91_stimuli_308_.mp4,user_1305_experiment_1078_reaction_22161_.mp4,1305,Just Mercy,man,"Asian",2,Formerly Incarcerated,0,0.537103698814465,34.0303489534213,85,Black,Liberal,25,Intervention,NaN,0,0.537103698814465,34.0303489534213,85,Intervention
308,user_92_testimonial_91_stimuli_308_.mp4,user_1307_experiment_1080_reaction_21879_.mp4,1307,Just Mercy,woman,"White",1,Formerly Incarcerated,0,0.0453082257078451,10.1937127699251,62,Black,OtherLeft,30,Intervention,6,0,0.0453082257078451,10.1937127699251,62,Intervention
308,user_92_testimonial_91_stimuli_308_.mp4,user_1326_experiment_1099_reaction_22336_.mp4,1326,Just Mercy,woman,"White",1,Student,1,0.354782234711483,34.1310381796225,73,Black,Conservative,37,Intervention,4,0,0.354782234711483,34.1310381796225,73,Intervention
308,user_92_testimonial_91_stimuli_308_.mp4,user_1327_experiment_1100_reaction_22583_.mp4,1327,Just Mercy,man,"Black or African American",2,Formerly Incarcerated,0,0.145363621983655,14.3136002075087,77,Black,Conservative,38,Intervention,10,0,0.145363621983655,14.3136002075087,77,Intervention
308,user_92_testimonial_91_stimuli_308_.mp4,user_1330_experiment_1103_reaction_22497_.mp4,1330,Concussion,man,"White",1,Formerly Incarcerated,0,0.567912506340999,26.7117561482734,100,Black,Liberal,56,Control,NaN,0,0.567912506340999,26.7117561482734,100,Control
308,user_92_testimonial_91_stimuli_308_.mp4,user_1334_experiment_1107_reaction_22558_.mp4,1334,Concussion,woman,"White",1,Formerly Incarcerated,0,0.879028140387605,17.7556978716704,100,Black,Liberal,61,Control,5,0,0.879028140387605,17.7556978716704,100,Control
308,user_92_testimonial_91_stimuli_308_.mp4,user_1337_experiment_1110_reaction_22679_.mp4,1337,Just Mercy,woman,"Hispanic or Latino",1,Student,1,0.594034094325361,22.649689167233,67,Black,Liberal,38,Intervention,3,0,0.594034094325361,22.649689167233,67,Intervention
308,user_92_testimonial_91_stimuli_308_.mp4,user_1344_experiment_1117_reaction_23208_.mp4,1344,Just Mercy,man,"White",2,Student,1,0.420212420493968,20.8267043280978,86,Black,Conservative,60,Intervention,6,0,0.420212420493968,20.8267043280978,86,Intervention
308,user_92_testimonial_91_stimuli_308_.mp4,user_1345_experiment_1118_reaction_23407_.mp4,1345,Moneyball,woman,"Black or African American",2,Formerly Incarcerated,0,0.518175740550282,35.9470933414838,90,Black,Liberal,47,Control,6,0,0.518175740550282,35.9470933414838,90,Control
308,user_92_testimonial_91_stimuli_308_.mp4,user_1365_experiment_1138_reaction_23591_.mp4,1365,Concussion,woman,"White",2,Formerly Incarcerated,0,0.493284563538876,17.8861691612586,54,Black,Conservative,59,Control,3,0,0.493284563538876,17.8861691612586,54,Control
308,user_92_testimonial_91_stimuli_308_.mp4,user_1368_experiment_1141_reaction_26120_.mp4,1368,Just Mercy,woman,"White",2,Formerly Incarcerated,0,0.378963192080924,32.7160836389808,96,Black,Liberal,42,Intervention,2,0,0.378963192080924,32.7160836389808,96,Intervention
308,user_92_testimonial_91_stimuli_308_.mp4,user_1369_experiment_1142_reaction_23441_.mp4,1369,Moneyball,woman,"Black or African American",1,Student,1,-0.443853129109693,14.526916486134,100,Black,Conservative,38,Control,5,0,-0.443853129109693,14.526916486134,100,Control
308,user_92_testimonial_91_stimuli_308_.mp4,user_1372_experiment_1145_reaction_23958_.mp4,1372,Concussion,woman,"White",2,Student,1,0.0785689606955281,23.2516683274423,78,Black,Liberal,70,Control,7,0,0.0785689606955281,23.2516683274423,78,Control
308,user_92_testimonial_91_stimuli_308_.mp4,user_1373_experiment_1146_reaction_23544_.mp4,1373,Concussion,woman,"Hispanic or Latino,White",1,Formerly Incarcerated,0,0.286151958347748,12.8577999482049,100,Black,Liberal,44,Control,6,0,0.286151958347748,12.8577999482049,100,Control
308,user_92_testimonial_91_stimuli_308_.mp4,396225a1-63be-cd7a-25ef-e359a2e7ff16.mkv,1376,Concussion,man,"White",2,Formerly Incarcerated,0,NaN,23.2242767308433,41,Black,Conservative,39,Control,8,0,NaN,23.2242767308433,41,Control
308,user_92_testimonial_91_stimuli_308_.mp4,user_1380_experiment_1153_reaction_23855_.mp4,1380,Just Mercy,man,"White",1,Formerly Incarcerated,0,0.740329760482883,25.3946129443432,94,Black,Liberal,26,Intervention,7,0,0.740329760482883,25.3946129443432,94,Intervention
308,user_92_testimonial_91_stimuli_308_.mp4,user_1386_experiment_1159_reaction_24335_.mp4,1386,Just Mercy,woman,"Black or African American",2,Student,1,-0.0181867219719385,18.5169534217142,50,Black,Liberal,36,Intervention,5,0,-0.0181867219719385,18.5169534217142,50,Intervention
308,user_92_testimonial_91_stimuli_308_.mp4,user_1388_experiment_1161_reaction_24351_.mp4,1388,Concussion,woman,"Black or African American",1,Student,1,0.484502770825232,17.8140223367231,90,Black,Liberal,35,Control,7,0,0.484502770825232,17.8140223367231,90,Control
308,user_92_testimonial_91_stimuli_308_.mp4,user_1395_experiment_1168_reaction_24502_.mp4,1395,Moneyball,woman,"White",2,Formerly Incarcerated,0,0.218351658439508,17.3643321740253,65,Black,Conservative,51,Control,NaN,0,0.218351658439508,17.3643321740253,65,Control
308,user_92_testimonial_91_stimuli_308_.mp4,user_1398_experiment_1171_reaction_24601_.mp4,1398,Just Mercy,woman,"White",2,Formerly Incarcerated,0,0.19167101511026,40.6245634036718,74,Black,Conservative,25,Intervention,8,0,0.19167101511026,40.6245634036718,74,Intervention
308,user_92_testimonial_91_stimuli_308_.mp4,fb4dfbd8-3389-0068-e29b-579549b30ead.mkv,1399,Just Mercy,woman,"White",1,Formerly Incarcerated,0,0.496130124706052,15.8290333550115,74,Black,Conservative,40,Intervention,4,0,0.496130124706052,15.8290333550115,74,Intervention
308,user_92_testimonial_91_stimuli_308_.mp4,user_1400_experiment_1173_reaction_24670_.mp4,1400,Just Mercy,woman,"Black or African American",2,Student,1,0.570506471598485,37.9246468785673,76,Black,Liberal,36,Intervention,5,0,0.570506471598485,37.9246468785673,76,Intervention
308,user_92_testimonial_91_stimuli_308_.mp4,user_1407_experiment_1180_reaction_24656_.mp4,1407,Just Mercy,woman,"American Indian,Black or African American",1,Student,1,0.537325411399802,25.4102791367313,95,Black,Liberal,33,Intervention,6,0,0.537325411399802,25.4102791367313,95,Intervention
308,user_92_testimonial_91_stimuli_308_.mp4,user_1422_experiment_1195_reaction_25128_.mp4,1422,Just Mercy,woman,"Hispanic or Latino,White",2,Student,1,0.849357841664322,12.1994588936303,82,Black,OtherRight,48,Intervention,3,0,0.849357841664322,12.1994588936303,82,Intervention
308,user_92_testimonial_91_stimuli_308_.mp4,user_1423_experiment_1196_reaction_24984_.mp4,1423,Concussion,man,"White",1,Formerly Incarcerated,0,0.427368797039982,25.6271026038563,100,Black,Conservative,35,Control,5,0,0.427368797039982,25.6271026038563,100,Control
308,user_92_testimonial_91_stimuli_308_.mp4,user_1428_experiment_1201_reaction_25344_.mp4,1428,Moneyball,woman,"White",2,Student,1,0.0571329619465163,24.2933803783658,97,Black,Conservative,30,Control,6,0,0.0571329619465163,24.2933803783658,97,Control
308,user_92_testimonial_91_stimuli_308_.mp4,22346469-4b0c-5016-9a5f-3d113611b338.mkv,1434,Just Mercy,woman,"White",2,Student,1,0.377279914723423,21.3763965720171,63,Black,Conservative,60,Intervention,6,0,0.377279914723423,21.3763965720171,63,Intervention
308,user_92_testimonial_91_stimuli_308_.mp4,user_1435_experiment_1208_reaction_25407_.mp4,1435,Just Mercy,woman,"White",1,Student,1,-0.0640860278330509,9.36576277318409,97,Black,Liberal,62,Intervention,6,0,-0.0640860278330509,9.36576277318409,97,Intervention
308,user_92_testimonial_91_stimuli_308_.mp4,user_1442_experiment_1215_reaction_25601_.mp4,1442,Concussion,woman,"White",1,Formerly Incarcerated,0,0.325401611883424,23.8410978158858,95,Black,Liberal,28,Control,4,0,0.325401611883424,23.8410978158858,95,Control
308,user_92_testimonial_91_stimuli_308_.mp4,user_1444_experiment_1217_reaction_25816_.mp4,1444,Just Mercy,man,"White",2,Formerly Incarcerated,0,0.380213354567938,13.5256333925538,54,Black,Liberal,43,Intervention,7,0,0.380213354567938,13.5256333925538,54,Intervention
308,user_92_testimonial_91_stimuli_308_.mp4,user_1448_experiment_1221_reaction_25950_.mp4,1448,Just Mercy,woman,"Black or African American",2,Student,1,-0.144001840545806,26.18828655685,54,Black,Liberal,19,Intervention,6,0,-0.144001840545806,26.18828655685,54,Intervention
308,user_92_testimonial_91_stimuli_308_.mp4,user_1462_experiment_1235_reaction_26422_.mp4,1462,Moneyball,woman,"Black or African American",1,Student,1,-0.0078353505408936,30.6852149378718,61,Black,Liberal,25,Control,6,0,-0.0078353505408936,30.6852149378718,61,Control
308,user_92_testimonial_91_stimuli_308_.mp4,user_1465_experiment_1238_reaction_26521_.mp4,1465,Just Mercy,man,"Asian",1,Student,1,0.372110678816469,39.7581820474977,71,Black,OtherRight,21,Intervention,5,0,0.372110678816469,39.7581820474977,71,Intervention
308,user_92_testimonial_91_stimuli_308_.mp4,user_1472_experiment_1245_reaction_26934_.mp4,1472,Just Mercy,man,"White",2,Student,1,0.212896949696675,29.1297937671929,66,Black,OtherLeft,54,Intervention,NaN,0,0.212896949696675,29.1297937671929,66,Intervention
308,user_92_testimonial_91_stimuli_308_.mp4,user_1482_experiment_1255_reaction_27457_.mp4,1482,Just Mercy,woman,"White",2,Formerly Incarcerated,0,0.584611853077433,26.7396041996626,100,Black,Conservative,49,Intervention,4,0,0.584611853077433,26.7396041996626,100,Intervention
308,user_92_testimonial_91_stimuli_308_.mp4,user_1484_experiment_1257_reaction_27302_.mp4,1484,Concussion,woman,"Black or African American",1,Student,1,0.261047025132929,18.010512915704,85,Black,Liberal,50,Control,5,0,0.261047025132929,18.010512915704,85,Control
308,user_92_testimonial_91_stimuli_308_.mp4,user_1485_experiment_1258_reaction_27729_.mp4,1485,Moneyball,man,"White",2,Student,1,0.816937403525604,17.1228326801098,80,Black,Conservative,44,Control,3,0,0.816937403525604,17.1228326801098,80,Control
308,user_92_testimonial_91_stimuli_308_.mp4,user_1487_experiment_1260_reaction_28073_.mp4,1487,Moneyball,man,"White",2,Formerly Incarcerated,0,-0.112788565705496,8.06903189143716,46,Black,Conservative,29,Control,6,0,-0.112788565705496,8.06903189143716,46,Control
308,user_92_testimonial_91_stimuli_308_.mp4,user_1489_experiment_1262_reaction_28488_.mp4,1489,Moneyball,man,"Asian,White",2,Formerly Incarcerated,0,0.743142504215888,14.1584499643274,74,Black,Liberal,49,Control,8,0,0.743142504215888,14.1584499643274,74,Control
308,user_92_testimonial_91_stimuli_308_.mp4,e4a2f398-de44-1aa7-1a4b-752beeabf1bf.mkv,1490,Concussion,woman,"Black or African American",2,Formerly Incarcerated,0,0.0983099086134692,31.3445065768385,74,Black,Conservative,26,Control,7,0,0.0983099086134692,31.3445065768385,74,Control
308,user_92_testimonial_91_stimuli_308_.mp4,user_1495_experiment_1268_reaction_28320_.mp4,1495,Just Mercy,woman,"Hispanic or Latino",2,Formerly Incarcerated,0,0.165674744252896,37.826573236595,100,Black,Liberal,35,Intervention,8,0,0.165674744252896,37.826573236595,100,Intervention
308,user_92_testimonial_91_stimuli_308_.mp4,user_1500_experiment_1273_reaction_28135_.mp4,1500,Just Mercy,man,"Hispanic or Latino",2,Student,1,-0.0217819699670264,18.9564216611342,80,Black,Conservative,63,Intervention,4,0,-0.0217819699670264,18.9564216611342,80,Intervention
342,user_101_testimonial_100_stimuli_342_.mp4,user_271_experiment_45_reaction_1738_.mp4,271,Moneyball,woman,"White",2,Formerly Incarcerated,0,-0.338488844072195,28.0744447722041,97,White,Liberal,29,Control,8,0,-0.338488844072195,28.0744447722041,97,Control
342,user_101_testimonial_100_stimuli_342_.mp4,user_273_experiment_47_reaction_1610_.mp4,273,Concussion,woman,"White",1,Student,1,0.0680427256907405,20.0366108420182,27,White,Conservative,67,Control,5,0,0.0680427256907405,20.0366108420182,27,Control
342,user_101_testimonial_100_stimuli_342_.mp4,user_276_experiment_50_reaction_1636_.mp4,276,Moneyball,man,"White",1,Student,1,0.225939830400758,50.3259733350949,81,White,OtherRight,65,Control,6,0,0.225939830400758,50.3259733350949,81,Control
342,user_101_testimonial_100_stimuli_342_.mp4,user_282_experiment_56_reaction_1821_.mp4,282,Concussion,man,"White",2,Student,1,-0.0404069995638312,14.3747000519559,1,White,Conservative,66,Control,6,0,-0.0404069995638312,14.3747000519559,1,Control
342,user_101_testimonial_100_stimuli_342_.mp4,user_285_experiment_59_reaction_1874_.mp4,285,Concussion,woman,"White",2,Student,1,-0.0823798049748703,34.263642639467,70,White,OtherLeft,34,Control,4,0,-0.0823798049748703,34.263642639467,70,Control
342,user_101_testimonial_100_stimuli_342_.mp4,user_286_experiment_60_reaction_1773_.mp4,286,Concussion,woman,"White",1,Formerly Incarcerated,0,-0.143192737771943,26.4145689584893,39,White,Liberal,64,Control,2,0,-0.143192737771943,26.4145689584893,39,Control
342,user_101_testimonial_100_stimuli_342_.mp4,user_295_experiment_69_reaction_1930_.mp4,295,Concussion,woman,"White",1,Student,1,0.0358059344964013,17.8880351582072,100,White,OtherRight,54,Control,5,0,0.0358059344964013,17.8880351582072,100,Control
342,user_101_testimonial_100_stimuli_342_.mp4,user_298_experiment_72_reaction_2084_.mp4,298,Just Mercy,woman,"White",2,Student,1,-0.271927249473554,61.9942450534974,51,White,Conservative,58,Intervention,3,0,-0.271927249473554,61.9942450534974,51,Intervention
342,user_101_testimonial_100_stimuli_342_.mp4,user_301_experiment_75_reaction_2043_.mp4,301,Just Mercy,woman,"White",2,Student,1,-0.28966694381543,32.5303366458014,14,White,Conservative,25,Intervention,7,0,-0.28966694381543,32.5303366458014,14,Intervention
342,user_101_testimonial_100_stimuli_342_.mp4,user_304_experiment_78_reaction_2013_.mp4,304,Moneyball,woman,"White",1,Student,1,0.117159284281597,26.8789857729654,88,White,OtherRight,54,Control,6,0,0.117159284281597,26.8789857729654,88,Control
342,user_101_testimonial_100_stimuli_342_.mp4,user_314_experiment_88_reaction_2261_.mp4,314,Just Mercy,woman,"White",2,Formerly Incarcerated,0,-0.00218282502192693,16.5120473906388,100,White,Liberal,56,Intervention,7,0,-0.00218282502192693,16.5120473906388,100,Intervention
342,user_101_testimonial_100_stimuli_342_.mp4,b6165eb5-bf52-8c85-305e-17948a1b8177.mp4,315,Just Mercy,man,"White",2,Student,1,-0.33311495858047,26.3424806349408,57,White,Conservative,23,Intervention,4,0,-0.33311495858047,26.3424806349408,57,Intervention
342,user_101_testimonial_100_stimuli_342_.mp4,user_324_experiment_98_reaction_2285_.mp4,324,Moneyball,man,"Asian",1,Student,1,-0.448687139268107,34.6851841870215,62,White,OtherRight,32,Control,5,0,-0.448687139268107,34.6851841870215,62,Control
342,user_101_testimonial_100_stimuli_342_.mp4,user_335_experiment_109_reaction_2509_.mp4,335,Concussion,nonbinary,"Asian,Hispanic or Latino",1,Student,1,-0.167833393406376,26.881845168873,95,White,Liberal,24,Control,4,0,-0.167833393406376,26.881845168873,95,Control
342,user_101_testimonial_100_stimuli_342_.mp4,user_341_experiment_115_reaction_2714_.mp4,341,Just Mercy,man,"Hispanic or Latino",2,Student,1,0.350853516875936,38.2866433478953,26,White,Liberal,70,Intervention,2,0,0.350853516875936,38.2866433478953,26,Intervention
342,user_101_testimonial_100_stimuli_342_.mp4,user_349_experiment_123_reaction_3083_.mp4,349,Moneyball,man,"Black or African American",2,Student,1,0.197072185406441,78.9326086621903,100,White,OtherRight,23,Control,5,0,0.197072185406441,78.9326086621903,100,Control
342,user_101_testimonial_100_stimuli_342_.mp4,user_351_experiment_125_reaction_2780_.mp4,351,Moneyball,nonbinary,"Black or African American",1,Student,1,-0.0919351123945752,33.6165438996268,50,White,Liberal,21,Control,4,0,-0.0919351123945752,33.6165438996268,50,Control
342,user_101_testimonial_100_stimuli_342_.mp4,56d75327-558f-36b2-964b-9a0f521189e9.mp4,360,Concussion,woman,"White",1,Student,1,-0.22455840740554,13.059140931224,90,White,Conservative,79,Control,NaN,0,-0.22455840740554,13.059140931224,90,Control
342,user_101_testimonial_100_stimuli_342_.mp4,user_364_experiment_138_reaction_3037_.mp4,364,Moneyball,man,"Hispanic or Latino,White",1,Formerly Incarcerated,0,-0.000591162311993105,17.5388454669383,100,White,Liberal,47,Control,NaN,0,-0.000591162311993105,17.5388454669383,100,Control
342,user_101_testimonial_100_stimuli_342_.mp4,user_366_experiment_140_reaction_3116_.mp4,366,Moneyball,woman,"White",1,Formerly Incarcerated,0,-0.071205709983183,23.0371000526537,65,White,Conservative,31,Control,4,0,-0.071205709983183,23.0371000526537,65,Control
342,user_101_testimonial_100_stimuli_342_.mp4,user_383_experiment_157_reaction_3604_.mp4,383,Moneyball,man,"Hispanic or Latino",2,Student,1,-0.267033148839124,27.5308933415431,100,White,Liberal,28,Control,7,0,-0.267033148839124,27.5308933415431,100,Control
342,user_101_testimonial_100_stimuli_342_.mp4,user_387_experiment_161_reaction_3523_.mp4,387,Moneyball,woman,"White",1,Formerly Incarcerated,0,0.0103806844351423,23.8764585977123,100,White,Liberal,71,Control,NaN,0,0.0103806844351423,23.8764585977123,100,Control
342,user_101_testimonial_100_stimuli_342_.mp4,user_390_experiment_164_reaction_3748_.mp4,390,Just Mercy,man,"Asian",2,Formerly Incarcerated,0,-0.360892696395195,27.1001429140099,43,White,Liberal,23,Intervention,5,0,-0.360892696395195,27.1001429140099,43,Intervention
342,user_101_testimonial_100_stimuli_342_.mp4,user_393_experiment_167_reaction_3786_.mp4,393,Just Mercy,woman,"Black or African American",2,Formerly Incarcerated,0,-0.0910796838508497,23.0089284823848,35,White,Conservative,51,Intervention,7,0,-0.0910796838508497,23.0089284823848,35,Intervention
342,user_101_testimonial_100_stimuli_342_.mp4,user_399_experiment_173_reaction_3948_.mp4,399,Just Mercy,woman,"White",2,Student,1,-0.378272072676309,28.2280543114569,44,White,Conservative,46,Intervention,7,0,-0.378272072676309,28.2280543114569,44,Intervention
342,user_101_testimonial_100_stimuli_342_.mp4,user_411_experiment_185_reaction_4180_.mp4,411,Moneyball,man,"White",2,Student,1,-0.580430083552941,37.1468664134587,65,White,Liberal,71,Control,8,0,-0.580430083552941,37.1468664134587,65,Control
342,user_101_testimonial_100_stimuli_342_.mp4,user_415_experiment_189_reaction_4244_.mp4,415,Just Mercy,other,"White",1,Student,1,-0.388929511411824,25.5107474925241,99,White,Liberal,24,Intervention,5,0,-0.388929511411824,25.5107474925241,99,Intervention
342,user_101_testimonial_100_stimuli_342_.mp4,user_416_experiment_190_reaction_4284_.mp4,416,Moneyball,man,"White",1,Student,1,-0.0610660966633115,23.0275203994959,70,White,OtherRight,63,Control,8,0,-0.0610660966633115,23.0275203994959,70,Control
342,user_101_testimonial_100_stimuli_342_.mp4,user_431_experiment_205_reaction_6283_.mp4,431,Just Mercy,man,"White",2,Formerly Incarcerated,0,0.377766488058494,17.6951145458058,60,White,Liberal,46,Intervention,3,0,0.377766488058494,17.6951145458058,60,Intervention
342,user_101_testimonial_100_stimuli_342_.mp4,user_433_experiment_207_reaction_6253_.mp4,433,Moneyball,woman,"White",1,Student,1,-0.272399660925399,31.2139204961415,75,White,Conservative,44,Control,8,0,-0.272399660925399,31.2139204961415,75,Control
342,user_101_testimonial_100_stimuli_342_.mp4,user_436_experiment_210_reaction_6611_.mp4,436,Just Mercy,woman,"Black or African American",2,Formerly Incarcerated,0,-0.503522977177627,48.7234860669701,60,White,Liberal,21,Intervention,6,0,-0.503522977177627,48.7234860669701,60,Intervention
342,user_101_testimonial_100_stimuli_342_.mp4,user_442_experiment_216_reaction_6338_.mp4,442,Moneyball,man,"Hispanic or Latino,White",1,Student,1,-0.46276008129239,55.2443105112314,100,White,Liberal,45,Control,7,0,-0.46276008129239,55.2443105112314,100,Control
342,user_101_testimonial_100_stimuli_342_.mp4,user_447_experiment_221_reaction_6397_.mp4,447,Concussion,woman,"Black or African American",1,Formerly Incarcerated,0,-0.112251440516887,13.4923210592995,70,White,Liberal,19,Control,5,0,-0.112251440516887,13.4923210592995,70,Control
342,user_101_testimonial_100_stimuli_342_.mp4,user_455_experiment_229_reaction_8941_.mp4,455,Concussion,man,"White",2,Formerly Incarcerated,0,-0.428085768008877,44.6941681239411,50,White,Conservative,38,Control,3,0,-0.428085768008877,44.6941681239411,50,Control
342,user_101_testimonial_100_stimuli_342_.mp4,user_458_experiment_232_reaction_6522_.mp4,458,Concussion,man,"American Indian,Hispanic or Latino",1,Student,1,-0.113323129173698,25.4968659866869,48,White,OtherRight,22,Control,4,0,-0.113323129173698,25.4968659866869,48,Control
342,user_101_testimonial_100_stimuli_342_.mp4,user_463_experiment_237_reaction_6564_.mp4,463,Just Mercy,woman,"White",1,Student,1,-0.264074961794458,22.1479551052443,90,White,Conservative,69,Intervention,8,0,-0.264074961794458,22.1479551052443,90,Intervention
342,user_101_testimonial_100_stimuli_342_.mp4,user_480_experiment_254_reaction_8402_.mp4,480,Just Mercy,woman,"White",2,Formerly Incarcerated,0,0.603121061003354,16.0419642566602,55,White,Conservative,58,Intervention,NaN,0,0.603121061003354,16.0419642566602,55,Intervention
342,user_101_testimonial_100_stimuli_342_.mp4,user_484_experiment_258_reaction_6821_.mp4,484,Moneyball,woman,"Black or African American,White",1,Formerly Incarcerated,0,0.689258169759154,19.972617186583,80,White,Liberal,23,Control,3,0,0.689258169759154,19.972617186583,80,Control
342,user_101_testimonial_100_stimuli_342_.mp4,d0bcf0c8-22e8-1618-1791-03acc22f967b.mp4,488,Concussion,woman,"Hispanic or Latino,White",1,Student,1,-0.364789568432465,21.173567480034,80,White,Liberal,44,Control,6,0,-0.364789568432465,21.173567480034,80,Control
342,user_101_testimonial_100_stimuli_342_.mp4,user_492_experiment_266_reaction_6899_.mp4,492,Just Mercy,man,"Black or African American",1,Student,1,-0.342575060443537,23.3670391474512,82,White,Conservative,71,Intervention,6,0,-0.342575060443537,23.3670391474512,82,Intervention
342,user_101_testimonial_100_stimuli_342_.mp4,user_493_experiment_267_reaction_6907_.mp4,493,Just Mercy,woman,"Hispanic or Latino",1,Formerly Incarcerated,0,-0.241608066294906,25.6435191549437,50,White,Liberal,58,Intervention,NaN,0,-0.241608066294906,25.6435191549437,50,Intervention
342,user_101_testimonial_100_stimuli_342_.mp4,user_497_experiment_271_reaction_7010_.mp4,497,Concussion,man,"White",1,Formerly Incarcerated,0,0.39075154437053,41.0778361910445,76,White,OtherRight,51,Control,7,0,0.39075154437053,41.0778361910445,76,Control
